,,Data last updated:,,,2/15/2018 5:21 PM EDT,,,,Offensive Possessions Per Game,Expected Points Per Possession,Actual Points Per Possession,Change in Points Per Possession,Created Points Over Expectation,Expected Points per Game,Actual Points per Game,CPOE Rank,CPOE %ile,Total Defensive Points Over Expectation,Expected Points Against per Game,Actual Points Against per Game,DPOE Rank,tDPOE %ile,Expected Plus Minus per Game,Actual Plus Minus per Game,Points Over Expectation,Season POE,POE Percentile,
Rank,POS,PLAYER,,,GP,Offensive Role,Rookie,Team,Poss/GM,ePPP,aPPP,ΔPPP,CPOE,eP/G,aP/G,Rank,%ile,tDPOE,ePA/G,aPA/G,Rank,%ile,ePM/G,aPM/G,POE,sPOE,%ile,
231,C,Thomas Bryant,"Thomas Bryant,Los Angeles Lakers",",",7,Parasitic Bigs,No,Los Angeles Lakers,1.4,1.050,0.900,-0.150,-0.2,1.5,1.3,241,50%,0.0,1.1,1.3,220,54%,0.4,0.0,-0.2,-1.4,51.9%,C
295,C,Matt Costello,"Matt Costello,San Antonio Spurs",",",3,Unskilled Bigs,No,San Antonio Spurs,1.3,1.184,0.500,-0.684,-0.9,1.6,0.7,409,15%,-0.4,1.9,1.3,117,76%,-0.3,-0.7,-0.5,-1.5,38.5%,C
357,SG,Jordan Crawford,"Jordan Crawford,New Orleans Pelicans",",",2,Distributors,No,New Orleans Pelicans,8.5,0.894,1.059,0.165,1.4,7.6,9.0,32,93%,2.2,5.3,7.5,479,0%,2.3,1.5,-0.8,-1.6,25.6%,SG
235,PG,Josh Magette,"Josh Magette,Atlanta Hawks",",",8,Rock Pounders,Yes,Atlanta Hawks,2.4,0.856,1.105,0.249,0.6,2.0,2.6,88,82%,0.8,2.8,3.8,423,12%,-0.8,-1.1,-0.2,-1.8,51.0%,PG
229,SG,Charles Cooke,"Charles Cooke,New Orleans Pelicans",",",9,Off-Ball Workers,Yes,New Orleans Pelicans,1.3,0.852,0.500,-0.352,-0.5,1.1,0.7,314,35%,-0.3,0.6,0.2,145,70%,0.5,0.4,-0.2,-1.8,52.3%,SG
204,SF,Damien Wilkins,"Damien Wilkins,Indiana Pacers",",",20,Glue Guys,No,Indiana Pacers,2.3,0.933,0.717,-0.216,-0.5,2.1,1.7,319,34%,-0.4,1.6,1.1,119,75%,0.6,0.6,-0.1,-1.9,57.5%,SF
225,PG,Quinn Cook,"Quinn Cook,Golden State Warriors",",",11,Glue Guys,No,Golden State Warriors,2.9,0.987,1.000,0.013,0.0,2.9,2.9,173,64%,0.2,3.3,3.5,291,39%,-0.5,-0.6,-0.2,-2.1,53.1%,PG
304,SF,Nicolas Brussino,"Nicolas Brussino,Atlanta Hawks",",",4,Stretch Bigs,No,Atlanta Hawks,0.5,1.008,0.000,-1.008,-0.5,0.5,0.0,321,33%,0.0,0.5,0.5,243,49%,0.0,-0.5,-0.5,-2.1,36.7%,SF
202,C,Mangok Mathiang,"Mangok Mathiang,Charlotte Hornets",",",37,Unskilled Bigs,No,Charlotte Hornets,0.1,1.192,0.000,-1.192,-0.1,0.1,0.0,212,56%,0.0,0.1,0.1,225,53%,-0.1,-0.1,-0.1,-2.3,57.9%,C
472,PF,Mindaugas Kuzminskas,"Mindaugas Kuzminskas,New York Knicks",",",1,Unskilled Bigs,No,New York Knicks,2.0,1.178,0.000,-1.178,-2.4,2.4,0.0,478,0%,0.0,0.0,0.0,227,53%,2.4,0.0,-2.4,-2.4,1.7%,PF
254,PF,Dorian Finney-Smith,"Dorian Finney-Smith,Dallas Mavericks",",",8,Stretch Bigs,No,Dallas Mavericks,3.8,1.016,0.867,-0.149,-0.6,3.8,3.3,335,30%,-0.3,4.6,4.6,148,69%,-0.8,-1.4,-0.3,-2.5,47.1%,PF
188,PG,Marcus Paige,"Marcus Paige,Charlotte Hornets",",",0,Rock Pounders,No,Charlotte Hornets,Charlotte Hornets,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,186,-,0.0,0.0,0.0,227,-,#DIV/0!,#DIV/0!,0.0,0.0,-,PG
297,PF,Jalen Jones,"Jalen Jones,Dallas Mavericks",",",5,Stretch Bigs,Yes,Dallas Mavericks,3.4,0.921,0.941,0.020,0.1,3.1,3.2,169,65%,0.6,3.7,4.2,381,21%,-0.6,-1.0,-0.5,-2.6,38.1%,PF
263,SG,Gian Clavell,"Gian Clavell,Dallas Mavericks",",",7,Spot-Up Wings,Yes,Dallas Mavericks,3.0,0.999,0.952,-0.047,-0.1,3.0,2.9,226,53%,0.2,3.9,3.9,294,39%,-0.9,-1.0,-0.4,-2.6,45.2%,SG
278,SG,John Holland,"John Holland,Cleveland Cavaliers",",",6,Distributors,No,Cleveland Cavaliers,1.7,0.980,0.600,-0.380,-0.6,1.6,1.0,349,27%,-0.2,2.5,2.0,170,65%,-0.9,-1.0,-0.5,-2.7,42.1%,SG
249,C,Ike Anigbogu,"Ike Anigbogu,Indiana Pacers",",",10,Versatile Bigs,Yes,Indiana Pacers,1.4,0.972,0.929,-0.043,-0.1,1.4,1.3,211,56%,0.2,1.7,1.6,289,40%,-0.3,-0.3,-0.3,-2.7,48.1%,C
385,C,Josh McRoberts,"Josh McRoberts,Dallas Mavericks",",",3,Stretch Bigs,No,Dallas Mavericks,0.3,1.008,0.000,-1.008,-0.3,0.3,0.0,276,43%,0.6,1.0,2.0,398,17%,-0.7,-2.0,-1.0,-3.0,19.8%,C
223,SF,Kyle Collinsworth,"Kyle Collinsworth,Dallas Mavericks",",",16,Glue Guys,No,Dallas Mavericks,3.2,0.952,0.863,-0.089,-0.3,3.0,2.8,264,45%,-0.1,4.1,3.9,194,60%,-1.1,-1.2,-0.2,-3.0,53.5%,SF
232,C,Ante Zizic,"Ante Zizic,Cleveland Cavaliers",",",14,Post-Up Bigs,Yes,Cleveland Cavaliers,1.3,1.010,0.833,-0.177,-0.2,1.3,1.1,248,48%,0.0,1.0,1.1,217,55%,0.3,-0.1,-0.2,-3.0,51.7%,C
201,SF,Brandon Paul,"Brandon Paul,San Antonio Spurs",",",49,Spot-Up Wings,Yes,San Antonio Spurs,3.0,0.980,0.890,-0.090,-0.3,2.9,2.7,259,46%,-0.2,2.9,2.7,162,66%,0.1,-0.1,-0.1,-3.0,58.1%,SF
199,SG,Joe Harris,"Joe Harris,Brooklyn Nets",",",57,Spot-Up Wings,No,Brooklyn Nets,9.5,1.003,1.096,0.093,0.9,9.5,10.4,58,88%,0.9,7.0,7.3,435,9%,2.5,3.1,-0.1,-3.3,58.5%,SG
210,C,Meyers Leonard,"Meyers Leonard,Portland Trail Blazers",",",22,Parasitic Bigs,No,Portland Trail Blazers,3.0,1.019,1.269,0.250,0.8,3.1,3.9,69,86%,0.9,4.2,4.8,432,10%,-1.1,-0.9,-0.1,-3.3,56.3%,C
287,SG,Davon Reed,"Davon Reed,Phoenix Suns",",",7,Secondary Creators,No,Phoenix Suns,2.6,0.972,0.500,-0.472,-1.2,2.5,1.3,444,8%,-0.7,1.9,0.9,70,85%,0.6,0.4,-0.5,-3.4,40.2%,SG
228,PF,Chris McCullough,"Chris McCullough,Washington Wizards",",",18,Parasitic Bigs,No,Washington Wizards,2.7,1.059,0.958,-0.101,-0.3,2.8,2.6,260,46%,-0.1,1.5,1.5,202,58%,1.3,1.1,-0.2,-3.5,52.5%,PF
234,PG,Dwight Buycks,"Dwight Buycks,Detroit Pistons",",",16,Rock Pounders,No,Detroit Pistons,8.8,0.906,0.879,-0.027,-0.2,7.9,7.7,252,48%,0.0,5.0,4.8,214,55%,2.9,2.9,-0.2,-3.5,51.3%,PG
206,C,Tarik Black,"Tarik Black,Houston Rockets",",",37,Parasitic Bigs,No,Houston Rockets,3.8,1.055,0.943,-0.111,-0.4,4.0,3.6,298,38%,-0.3,4.1,3.9,134,72%,-0.1,-0.3,-0.1,-3.7,57.1%,C
339,PG,Nate Wolters,"Nate Wolters,Utah Jazz",",",5,Distributors,No,Utah Jazz,1.2,0.908,0.333,-0.575,-0.7,1.1,0.4,365,24%,0.0,1.6,1.6,252,48%,-0.5,-1.2,-0.7,-3.7,29.4%,PG
425,C,Josh Smith,"Josh Smith,New Orleans Pelicans",",",3,Bigs-with-Touch,No,New Orleans Pelicans,1.7,0.971,0.400,-0.571,-1.0,1.6,0.7,417,13%,0.4,2.6,3.0,334,30%,-1.0,-2.3,-1.3,-4.0,11.5%,C
312,PG,Kadeem Allen,"Kadeem Allen,Boston Celtics",",",7,Distributors,No,Boston Celtics,1.7,0.894,0.417,-0.477,-0.8,1.5,0.7,395,18%,-0.2,0.6,0.3,151,69%,0.9,0.4,-0.6,-4.0,35.0%,PG
203,SG,Justin Holiday,"Justin Holiday,Chicago Bulls",",",56,Spot-Up Wings,No,Chicago Bulls,13.7,0.970,0.963,-0.007,-0.1,13.3,13.2,217,55%,0.0,11.7,11.8,216,55%,1.6,1.4,-0.1,-4.1,57.7%,SG
209,SG,Ron Baker,"Ron Baker,New York Knicks",",",29,Glue Guys,No,New York Knicks,3.1,0.926,0.789,-0.137,-0.4,2.9,2.4,300,38%,-0.3,4.0,3.9,140,71%,-1.1,-1.4,-0.1,-4.2,56.5%,SG
264,SF,Kyle Singler,"Kyle Singler,Oklahoma City Thunder",",",11,Spot-Up Wings,No,Oklahoma City Thunder,2.6,0.961,0.793,-0.168,-0.4,2.5,2.1,306,36%,-0.1,1.8,1.9,207,57%,0.7,0.2,-0.4,-4.2,45.0%,SF
219,C,Guillermo Hernangomez,"Guillermo Hernangomez,Charlotte Hornets",",",26,Post-Up Bigs,No,Charlotte Hornets,4.4,1.019,0.948,-0.072,-0.3,4.5,4.2,269,44%,-0.1,4.2,4.2,179,63%,0.3,0.0,-0.2,-4.4,54.4%,C
252,SF,Ivan Rabb,"Ivan Rabb,Memphis Grizzlies",",",16,Post-Up Bigs,Yes,Memphis Grizzlies,4.6,0.999,1.110,0.110,0.5,4.6,5.1,96,80%,0.8,4.8,5.6,420,13%,-0.2,-0.6,-0.3,-4.6,47.5%,SF
283,C,Jeff Withey,"Jeff Withey,Dallas Mavericks",",",10,Parasitic Bigs,No,Dallas Mavericks,1.9,1.014,0.789,-0.224,-0.4,1.9,1.5,299,38%,0.0,1.5,1.5,251,48%,0.4,0.0,-0.5,-4.7,41.0%,C
207,SG,David Nwaba,"David Nwaba,Chicago Bulls",",",45,Reluctant Shooters,No,Chicago Bulls,6.9,1.029,0.997,-0.032,-0.2,7.1,6.8,245,49%,-0.1,7.5,7.5,187,61%,-0.4,-0.7,-0.1,-4.8,56.9%,SG
218,SG,Sterling Brown,"Sterling Brown,Milwaukee Bucks",",",30,Spot-Up Wings,Yes,Milwaukee Bucks,4.6,1.013,0.906,-0.107,-0.5,4.7,4.2,318,34%,-0.3,4.9,4.9,133,72%,-0.2,-0.7,-0.2,-5.0,54.6%,SG
243,PG,Isaiah Canaan,"Isaiah Canaan,Phoenix Suns",",",19,Distributors,No,Phoenix Suns,10.0,0.907,0.905,-0.002,0.0,9.1,9.1,196,59%,0.2,7.3,7.6,295,39%,1.8,1.5,-0.3,-5.0,49.4%,PG
208,SG,Rodney Hood,"Rodney Hood,Cleveland Cavaliers",",",41,Secondary Creators,No,Cleveland Cavaliers,16.4,0.944,1.004,0.061,1.0,15.5,16.5,52,89%,1.1,1.2,1.0,457,5%,14.3,15.4,-0.1,-5.1,56.7%,SG
365,PG,Milton Doyle,"Milton Doyle,Brooklyn Nets",",",6,Distributors,No,Brooklyn Nets,4.8,0.918,0.621,-0.297,-1.4,4.4,3.0,457,5%,-0.6,2.1,1.2,90,81%,2.3,1.8,-0.9,-5.1,24.0%,PG
214,SG,Tyler Dorsey,"Tyler Dorsey,Atlanta Hawks",",",33,Glue Guys,Yes,Atlanta Hawks,5.1,0.968,0.935,-0.033,-0.2,5.0,4.8,233,51%,0.0,3.6,3.2,221,54%,1.4,1.6,-0.2,-5.3,55.4%,SG
433,SF,Troy Williams,"Troy Williams,",",",4,Creators,No,,2.8,0.959,0.455,-0.504,-1.4,2.6,1.3,455,5%,0.0,2.5,2.5,227,53%,0.1,-1.3,-1.4,-5.5,9.8%,SF
238,C,Andrew Bogut,"Andrew Bogut,Los Angeles Lakers",",",24,Unskilled Bigs,No,Los Angeles Lakers,1.9,0.906,0.800,-0.106,-0.2,1.7,1.5,239,50%,0.0,5.0,4.8,246,49%,-3.3,-3.3,-0.2,-5.6,50.4%,C
279,PF,JaKarr Sampson,"JaKarr Sampson,Sacramento Kings",",",13,Bigs-with-Touch,No,Sacramento Kings,3.5,1.053,1.217,0.164,0.6,3.7,4.3,89,81%,1.0,5.1,6.8,449,6%,-1.4,-2.5,-0.5,-6.0,41.9%,PF
233,C,Al Jefferson,"Al Jefferson,Indiana Pacers",",",29,Post-Up Bigs,No,Indiana Pacers,6.3,1.001,1.065,0.064,0.4,6.4,6.8,108,78%,0.6,6.8,7.3,392,18%,-0.4,-0.5,-0.2,-6.2,51.5%,C
398,SF,Furkan Korkmaz,"Furkan Korkmaz,Philadelphia 76ers",",",6,Spot-Up Wings,No,Philadelphia 76ers,2.3,0.963,0.643,-0.320,-0.7,2.2,1.5,382,20%,0.3,1.8,1.8,318,34%,0.5,-0.3,-1.1,-6.3,17.1%,SF
222,SF,Wesley Iwundu,"Wesley Iwundu,Orlando Magic",",",39,Reluctant Shooters,No,Orlando Magic,3.8,1.011,0.905,-0.107,-0.4,3.8,3.4,294,39%,-0.2,4.3,4.0,159,67%,-0.5,-0.6,-0.2,-7.2,53.8%,SF
211,PF,Markieff Morris,"Markieff Morris,Washington Wizards",",",48,Versatile Bigs,No,Washington Wizards,11.2,0.973,0.966,-0.007,-0.1,10.9,10.8,214,55%,0.1,9.4,9.6,262,45%,1.5,1.2,-0.1,-7.2,56.0%,PF
221,PF,Blake Griffin,"Blake Griffin,Detroit Pistons",",",41,Versatile Bigs,No,Detroit Pistons,23.3,0.951,0.944,-0.006,-0.1,22.1,22.0,228,53%,0.0,4.1,3.8,249,48%,18.0,18.2,-0.2,-7.4,54.0%,PF
313,SF,Antonius Cleveland,"Antonius Cleveland,Dallas Mavericks",",",13,Spot-Up Wings,No,Dallas Mavericks,1.4,1.025,0.556,-0.470,-0.7,1.4,0.8,354,26%,-0.1,2.5,2.5,205,57%,-1.1,-1.7,-0.6,-7.5,34.8%,SF
227,PF,Aaron Gordon,"Aaron Gordon,Orlando Magic",",",39,Glue Guys,No,Orlando Magic,18.7,0.987,0.982,-0.005,-0.1,18.5,18.4,220,54%,0.1,9.2,9.2,267,44%,9.2,9.2,-0.2,-7.5,52.7%,PF
322,SG,Lorenzo Brown,"Lorenzo Brown,Toronto Raptors",",",12,Distributors,No,Toronto Raptors,1.8,0.942,0.636,-0.306,-0.6,1.7,1.2,337,30%,0.1,2.6,2.7,261,46%,-0.9,-1.5,-0.6,-7.6,32.9%,SG
306,C,Omer Asik,"Omer Asik,Chicago Bulls",",",14,Roll-and-Cut Bigs,No,Chicago Bulls,1.9,1.032,0.667,-0.365,-0.7,2.0,1.3,369,23%,-0.2,4.6,4.6,178,63%,-2.6,-3.3,-0.6,-7.7,36.3%,C
250,SF,C.J. Williams,"C.J. Williams,Los Angeles Clippers",",",28,Spot-Up Wings,No,Los Angeles Clippers,6.1,0.990,0.976,-0.013,-0.1,6.0,5.9,215,55%,0.2,6.4,6.8,287,40%,-0.4,-0.9,-0.3,-7.8,47.9%,SF
446,SG,Vander Blue,"Vander Blue,Los Angeles Lakers",",",5,Stretch Bigs,No,Los Angeles Lakers,1.8,0.998,0.333,-0.664,-1.2,1.8,0.6,442,8%,0.4,2.2,2.6,337,30%,-0.4,-2.0,-1.6,-7.8,7.1%,SG
386,C,Tony Bradley,"Tony Bradley,Utah Jazz",",",8,Parasitic Bigs,No,Utah Jazz,1.5,1.097,0.667,-0.430,-0.6,1.6,1.0,353,26%,0.3,2.8,3.0,326,32%,-1.2,-2.0,-1.0,-7.9,19.6%,C
216,SG,Sindarius Thornwell,"Sindarius Thornwell,Los Angeles Clippers",",",49,Stretch Bigs,Yes,Los Angeles Clippers,3.6,0.987,0.893,-0.095,-0.3,3.6,3.2,278,42%,-0.2,5.0,4.9,169,65%,-1.4,-1.7,-0.2,-7.9,55.0%,SG
215,PF,James Johnson,"James Johnson,Miami Heat",",",50,Glue Guys,No,Miami Heat,11.5,0.947,0.913,-0.034,-0.4,10.9,10.5,292,39%,-0.2,8.5,8.4,154,68%,2.4,2.0,-0.2,-8.1,55.2%,PF
213,SG,Tony Snell,"Tony Snell,Milwaukee Bucks",",",51,Spot-Up Wings,No,Milwaukee Bucks,6.6,0.995,1.088,0.094,0.6,6.6,7.2,82,83%,0.8,6.7,6.6,417,13%,-0.1,0.6,-0.2,-8.2,55.6%,SG
343,PG,Patrick Beverly,"Patrick Beverly,Los Angeles Clippers",",",11,Distributors,No,Los Angeles Clippers,13.8,0.929,0.882,-0.048,-0.7,12.8,12.2,360,25%,0.1,10.7,10.9,269,44%,2.1,1.3,-0.8,-8.4,28.5%,PG
320,PG,Iman Shumpert,"Iman Shumpert,Sacramento Kings",",",14,Secondary Creators,No,Sacramento Kings,5.6,0.937,0.785,-0.152,-0.9,5.3,4.4,402,16%,-0.2,7.7,7.7,153,68%,-2.4,-3.3,-0.6,-8.7,33.3%,PG
217,SG,Jodie Meeks,"Jodie Meeks,Washington Wizards",",",54,Off-Ball Workers,No,Washington Wizards,6.1,0.987,0.958,-0.029,-0.2,6.1,5.9,235,51%,0.0,4.3,3.7,215,55%,1.8,2.2,-0.2,-8.7,54.8%,SG
239,PG,Shane Larkin,"Shane Larkin,Boston Celtics",",",37,Distributors,No,Boston Celtics,4.1,0.914,0.855,-0.059,-0.2,3.8,3.5,253,47%,0.0,3.9,4.0,222,54%,-0.2,-0.5,-0.2,-8.8,50.2%,PG
330,C,Cole Aldrich,"Cole Aldrich,Minnesota Timberwolves",",",13,Post-Up Bigs,No,Minnesota Timberwolves,0.9,0.988,0.667,-0.322,-0.3,0.9,0.6,266,45%,0.4,1.5,1.5,338,30%,-0.6,-0.9,-0.7,-8.8,31.3%,C
259,SF,Nik Stauskas,"Nik Stauskas,Brooklyn Nets",",",25,Glue Guys,No,Brooklyn Nets,5.8,0.961,0.945,-0.016,-0.1,5.6,5.5,216,55%,0.3,3.3,3.5,301,37%,2.3,2.0,-0.4,-8.8,46.0%,SF
393,PF,Alec Peters,"Alec Peters,Phoenix Suns",",",9,Stretch Bigs,Yes,Phoenix Suns,3.0,1.005,0.556,-0.449,-1.3,3.0,1.7,454,5%,-0.3,2.0,2.0,135,72%,1.0,-0.3,-1.0,-9.3,18.1%,PF
230,SF,Rondae Hollis-Jefferson,"Rondae Hollis-Jefferson,Brooklyn Nets",",",46,Versatile Bigs,No,Brooklyn Nets,14.7,1.004,0.978,-0.027,-0.4,14.7,14.3,289,40%,-0.2,10.2,10.4,168,65%,4.5,4.0,-0.2,-9.3,52.1%,SF
224,C,Nikola Jokic,"Nikola Jokic,Denver Nuggets",",",50,Versatile Bigs,No,Denver Nuggets,16.9,0.980,0.980,0.000,0.0,16.6,16.6,194,60%,0.2,13.4,14.1,282,41%,3.2,2.5,-0.2,-9.3,53.3%,C
226,SF,Luke Kennard,"Luke Kennard,Detroit Pistons",",",50,Off-Ball Workers,Yes,Detroit Pistons,7.1,0.952,0.938,-0.014,-0.1,6.8,6.7,219,54%,0.1,5.2,5.1,268,44%,1.6,1.6,-0.2,-9.6,52.9%,SF
464,SG,Jamel Artis,"Jamel Artis,Orlando Magic",",",5,Point Forwards,No,Orlando Magic,3.8,0.990,0.474,-0.516,-2.0,3.8,1.8,472,2%,0.0,2.8,2.8,223,54%,0.9,-1.0,-2.0,-9.8,3.3%,SG
284,C,Khem Birch,"Khem Birch,Orlando Magic",",",21,Unskilled Bigs,Yes,Orlando Magic,3.8,1.076,0.925,-0.151,-0.6,4.1,3.5,343,29%,-0.1,5.6,5.4,192,60%,-1.5,-1.9,-0.5,-10.0,40.8%,C
292,PF,Juan Hernangomez,"Juan Hernangomez,Denver Nuggets",",",20,Stretch Bigs,No,Denver Nuggets,3.5,1.013,0.914,-0.099,-0.3,3.5,3.2,279,42%,0.2,4.6,4.5,277,42%,-1.0,-1.3,-0.5,-10.0,39.2%,PF
337,G,Zach LaVine,"Zach LaVine,Chicago Bulls",",",14,Rock Pounders,No,Chicago Bulls,17.9,0.927,0.936,0.009,0.2,16.6,16.8,149,69%,0.9,4.9,5.3,430,10%,11.8,11.5,-0.7,-10.2,29.8%,G
347,PG,Ramon Sessions,"Ramon Sessions,New York Knicks",",",13,Rock Pounders,No,New York Knicks,5.8,0.868,0.640,-0.228,-1.3,5.0,3.7,449,6%,-0.5,3.9,3.2,99,79%,1.1,0.5,-0.8,-10.1,27.7%,PG
237,SF,Treveon Graham,"Treveon Graham,Charlotte Hornets",",",44,Stretch Bigs,No,Charlotte Hornets,4.9,0.984,1.009,0.025,0.1,4.8,4.9,157,67%,0.4,5.6,5.8,330,31%,-0.7,-0.9,-0.2,-10.1,50.6%,SF
220,C,Domantas Sabonis,"Domantas Sabonis,Indiana Pacers",",",56,Parasitic Bigs,No,Indiana Pacers,12.5,1.035,0.967,-0.068,-0.8,13.0,12.1,401,16%,-0.7,9.1,8.8,78,84%,3.9,3.3,-0.2,-10.1,54.2%,C
366,PG,Demetrius Jackson,"Demetrius Jackson,Houston Rockets",",",12,Glue Guys,No,Houston Rockets,2.0,0.910,0.333,-0.576,-1.2,1.8,0.7,438,9%,-0.3,2.6,2.2,137,71%,-0.8,-1.5,-0.9,-10.3,23.8%,PG
371,SG,Antonio Blakeney,"Antonio Blakeney,Chicago Bulls",",",12,Glue Guys,Yes,Chicago Bulls,8.3,0.955,0.828,-0.127,-1.0,7.9,6.8,429,11%,-0.2,4.8,4.7,174,64%,3.1,2.2,-0.9,-10.6,22.7%,SG
248,SF,DeAndre Liggins,"DeAndre Liggins,New Orleans Pelicans",",",40,Stretch Bigs,No,New Orleans Pelicans,2.5,0.981,0.830,-0.151,-0.4,2.5,2.1,285,41%,-0.1,1.5,1.3,188,61%,0.9,0.8,-0.3,-10.6,48.3%,SF
361,PG,Briante Weber,"Briante Weber,Houston Rockets",",",13,Distributors,No,Houston Rockets,2.3,0.968,0.867,-0.101,-0.2,2.2,2.0,250,48%,0.6,3.0,3.7,382,20%,-0.8,-1.7,-0.8,-10.7,24.8%,PG
340,SG,Gary Payton II,"Gary Payton II,Milwaukee Bucks",",",16,Reluctant Shooters,No,Milwaukee Bucks,3.1,1.033,0.800,-0.233,-0.7,3.2,2.5,375,22%,0.0,1.8,1.8,242,50%,1.4,0.7,-0.8,-12.0,29.2%,SG
236,PF,DeMarre Carroll,"DeMarre Carroll,Brooklyn Nets",",",54,Spot-Up Wings,No,Brooklyn Nets,13.8,0.994,0.961,-0.033,-0.4,13.7,13.3,308,36%,-0.2,8.8,9.0,156,68%,4.9,4.3,-0.2,-12.0,50.8%,PF
335,C,Ivica Zubac,"Ivica Zubac,Los Angeles Lakers",",",17,Post-Up Bigs,No,Los Angeles Lakers,1.8,0.984,0.677,-0.307,-0.6,1.8,1.2,334,30%,0.2,2.1,2.0,278,42%,-0.3,-0.8,-0.7,-12.2,30.2%,C
342,SF,Richard Jefferson,"Richard Jefferson,Denver Nuggets",",",16,Reluctant Shooters,No,Denver Nuggets,2.0,1.046,0.813,-0.233,-0.5,2.1,1.6,313,35%,0.3,2.9,3.3,314,35%,-0.8,-1.6,-0.8,-12.2,28.8%,SF
290,SG,Jason Terry,"Jason Terry,Milwaukee Bucks",",",25,Spot-Up Wings,No,Milwaukee Bucks,2.6,0.965,0.908,-0.058,-0.1,2.5,2.4,229,52%,0.3,2.5,2.9,325,32%,0.0,-0.6,-0.5,-12.3,39.6%,SG
331,SG,Tyrone Wallace,"Tyrone Wallace,Los Angeles Clippers",",",18,Glue Guys,No,Los Angeles Clippers,10.3,1.010,0.935,-0.074,-0.8,10.4,9.6,386,20%,-0.1,9.5,9.6,204,58%,0.9,0.1,-0.7,-12.4,31.0%,SG
309,PF,Guerschon Yabusele,"Guerschon Yabusele,Boston Celtics",",",22,Pick and Pop Bigs,Yes,Boston Celtics,2.0,1.020,0.907,-0.113,-0.2,2.0,1.8,244,49%,0.3,1.9,2.2,327,32%,0.1,-0.5,-0.6,-12.4,35.6%,PF
247,C,Kevon Looney,"Kevon Looney,Golden State Warriors",",",47,Unskilled Bigs,No,Golden State Warriors,3.1,1.084,0.986,-0.098,-0.3,3.3,3.0,267,44%,0.0,5.3,5.3,211,56%,-2.0,-2.2,-0.3,-12.5,48.5%,C
348,SF,Danuel House,"Danuel House,Phoenix Suns",",",16,Spot-Up Wings,No,Phoenix Suns,4.9,1.002,0.937,-0.065,-0.3,4.9,4.6,271,44%,0.5,4.6,5.1,357,26%,0.3,-0.4,-0.8,-12.5,27.5%,SF
273,PF,Cheick Diallo,"Cheick Diallo,New Orleans Pelicans",",",30,Bigs-with-Touch,No,New Orleans Pelicans,3.5,1.061,1.087,0.025,0.1,3.7,3.8,164,66%,0.5,3.5,4.1,370,23%,0.2,-0.4,-0.4,-12.6,43.1%,PF
256,SF,Tim Hardaway Jr.,"Tim Hardaway Jr.,New York Knicks",",",38,Secondary Creators,No,New York Knicks,17.2,0.963,0.943,-0.020,-0.3,16.5,16.2,277,42%,0.0,8.9,8.9,224,53%,7.7,7.3,-0.3,-12.7,46.7%,SF
267,G,Tony Parker,"Tony Parker,San Antonio Spurs",",",32,Distributors,No,San Antonio Spurs,9.8,0.923,0.863,-0.060,-0.6,9.1,8.5,345,28%,-0.2,4.5,4.3,166,65%,4.5,4.2,-0.4,-12.8,44.4%,G
