Player,Age,Tm,MP,TRB,AST,STL,BLK,PTS,FGA,FG%,3PA,3P%,eFG%,FT%,TOV,PF,PER,TS%,USG%,VORP,WS,TRB%,AST%,STL%,BLK%,TOV%,WS/48,BPM,Year,box,W/L%,playoffs,seed,Share,Rank,got_votes,is_mvp,gp_pct,point_lead_count_wins,rebound_lead_count_wins,assist_lead_count_wins,point_lead_count_losses,rebound_lead_count_losses,assist_lead_count_losses,point_lead_count_total,rebound_lead_count_total,assist_lead_count_total,pra,total_pra,total_prank,pra_rank
Derrick Favors,24,UTA,32.0,8.1,1.5,1.2,1.5,16.4,13.1,0.5,0.1,0.0,0.5,0.7,1.7,2.4,21.6,0.6,23.9,2.3,7.1,14.8,8.9,2.0,3.9,10.1,0.2,2.7,2016,12.3,0.5,0,9,0.0,,0,0,0.8,10.0,10.0,2.0,9.0,11.0,1.0,19.0,3.0,21.0,22.0,25.0,1667.5,1023.5
Mike Conley,28,MEM,31.4,2.9,6.1,1.2,0.3,15.3,12.4,0.4,3.8,0.4,0.5,0.8,1.5,1.8,19.4,0.5,22.4,1.7,5.3,5.3,32.7,2.0,0.8,9.5,0.1,1.7,2016,10.5,0.5,1,7,0.0,,0,0,0.7,9.0,0.0,21.0,10.0,1.0,13.0,19.0,34.0,1.0,30.0,87.0,435.0,663.5
Chris Bosh,31,MIA,33.5,7.4,2.4,0.7,0.6,19.1,14.5,0.5,4.2,0.4,0.5,0.8,1.5,1.9,20.2,0.6,24.7,1.8,6.4,12.4,12.1,1.0,1.5,8.1,0.2,2.1,2016,11.1,0.6,1,3,0.0,,0,0,0.6,14.0,7.0,2.0,9.0,6.0,3.0,23.0,5.0,13.0,23.0,33.0,1358.5,961.5
Avery Bradley,25,BOS,33.4,2.9,2.1,1.5,0.3,15.2,13.4,0.4,5.4,0.4,0.5,0.8,1.4,2.2,13.2,0.5,19.8,1.4,4.8,4.6,9.8,2.2,0.6,9.2,0.1,0.2,2016,6.8,0.6,1,5,0.0,,0,0,0.9,6.0,1.0,0.0,5.0,0.0,1.0,11.0,1.0,1.0,7.0,13.0,2436.5,2603.5
Kobe Bryant,37,LAL,28.2,3.7,2.8,0.9,0.2,17.6,16.9,0.4,7.1,0.3,0.4,0.8,2.0,1.7,14.9,0.5,32.2,-0.2,-0.4,7.1,19.1,1.7,0.5,9.4,-0.0,-2.5,2016,7.6,0.2,0,15,0.0,,0,0,0.8,8.0,2.0,3.0,20.0,0.0,10.0,28.0,13.0,2.0,13.0,54.0,831.0,1707.0
Alec Burks,24,UTA,25.7,3.5,2.0,0.6,0.1,13.3,10.8,0.4,2.5,0.4,0.5,0.8,1.6,2.3,14.3,0.5,25.9,-0.1,1.5,8.0,13.9,1.2,0.4,11.4,0.1,-2.5,2016,6.2,0.5,0,9,0.0,,0,0,0.4,1.0,0.0,2.0,2.0,0.0,1.0,3.0,3.0,0.0,3.0,9.0,2919.5,3932.0
Jimmy Butler,26,CHI,36.9,5.3,4.8,1.6,0.6,20.9,15.4,0.5,3.1,0.3,0.5,0.8,2.0,1.9,21.3,0.6,24.4,3.7,9.1,7.6,21.4,2.2,1.3,9.6,0.2,4.0,2016,12.3,0.5,0,9,0.0,,0,0,0.8,16.0,0.0,14.0,14.0,3.0,12.0,30.0,26.0,3.0,30.0,82.0,486.5,663.5
Jose Calderon,34,NYK,28.1,3.2,4.1,0.9,0.1,7.6,6.3,0.5,2.8,0.4,0.6,0.9,1.2,1.9,12.3,0.6,12.6,1.0,4.0,6.2,22.3,1.6,0.3,15.4,0.1,-0.1,2016,8.3,0.4,0,13,0.0,,0,0,0.9,0.0,0.0,10.0,1.0,1.0,18.0,1.0,28.0,1.0,10.0,57.0,784.5,2045.0
Kentavious Caldwell-Pope,22,DET,36.7,3.7,1.8,1.4,0.2,14.5,12.6,0.4,4.9,0.3,0.5,0.8,1.4,2.2,12.4,0.5,18.2,2.2,5.3,5.5,7.8,2.0,0.5,9.0,0.1,1.1,2016,7.1,0.5,1,8,0.0,,0,0,0.9,6.0,0.0,2.0,10.0,0.0,0.0,16.0,2.0,0.0,8.0,20.0,1939.0,2394.5
Isaiah Canaan,24,PHI,25.5,2.3,1.8,0.7,0.2,11.0,9.4,0.4,6.3,0.4,0.5,0.8,1.2,1.7,11.1,0.5,19.9,-0.4,1.4,4.8,11.3,1.4,0.5,10.2,0.0,-2.7,2016,5.0,0.1,0,15,0.0,,0,0,0.9,1.0,0.0,0.0,8.0,0.0,2.0,9.0,2.0,0.0,1.0,13.0,2436.5,5338.0
DeMarre Carroll,29,TOR,30.2,4.7,1.0,1.7,0.2,11.0,10.4,0.4,4.5,0.4,0.5,0.6,1.1,2.4,11.9,0.5,18.5,0.4,1.2,8.9,5.5,2.9,0.6,8.8,0.1,0.2,2016,7.6,0.7,1,2,0.0,,0,0,0.3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,5511.0,4486.5
Michael Carter-Williams,24,MIL,30.5,5.1,5.2,1.5,0.8,11.5,10.3,0.5,1.0,0.3,0.5,0.7,2.8,3.0,13.9,0.5,21.3,0.5,1.2,9.6,26.6,2.5,2.1,19.6,0.0,-0.8,2016,12.6,0.4,0,12,0.0,,0,0,0.7,2.0,3.0,8.0,3.0,2.0,14.0,5.0,22.0,5.0,13.0,49.0,913.0,1707.0
Omri Casspi,27,SAC,27.2,5.9,1.4,0.8,0.2,11.8,9.0,0.5,4.0,0.4,0.6,0.6,1.4,2.2,13.9,0.6,17.8,0.8,3.6,11.8,7.5,1.4,0.7,12.0,0.1,-0.3,2016,8.3,0.4,0,10,0.0,,0,0,0.8,0.0,1.0,0.0,3.0,1.0,0.0,3.0,0.0,2.0,1.0,3.0,4351.5,5338.0
Jordan Clarkson,23,LAL,32.3,4.0,2.4,1.1,0.1,15.5,13.9,0.4,4.1,0.3,0.5,0.8,1.7,2.1,14.3,0.5,22.8,0.4,2.1,6.6,13.8,1.7,0.2,10.2,0.0,-1.4,2016,7.6,0.2,0,15,0.0,,0,0,1.0,4.0,0.0,2.0,11.0,2.0,7.0,15.0,9.0,2.0,6.0,33.0,1358.5,2844.5
Norris Cole,27,NOP,26.6,3.4,3.7,0.8,0.1,10.6,10.8,0.4,2.3,0.3,0.4,0.8,1.7,2.3,10.8,0.5,21.7,-0.5,-0.1,7.0,22.0,1.5,0.3,12.8,-0.0,-3.7,2016,8.0,0.4,0,12,0.0,,0,0,0.5,0.0,0.0,1.0,3.0,1.0,4.0,3.0,5.0,1.0,1.0,13.0,2436.5,5338.0
Darren Collison,28,SAC,30.0,2.3,4.3,1.0,0.1,14.0,10.5,0.5,2.9,0.4,0.5,0.9,1.8,1.9,15.9,0.6,19.2,0.9,5.2,4.1,21.7,1.6,0.1,12.9,0.1,-0.4,2016,7.7,0.4,0,10,0.0,,0,0,0.9,1.0,0.0,4.0,5.0,0.0,7.0,6.0,11.0,0.0,5.0,28.0,1530.5,3132.0
DeMarcus Cousins,25,SAC,34.6,11.5,3.3,1.6,1.4,26.9,20.5,0.5,3.2,0.3,0.5,0.7,3.8,3.6,23.6,0.5,35.4,2.6,5.7,18.0,17.0,2.2,3.3,13.3,0.1,2.6,2016,17.8,0.4,0,10,0.0,,0,0,0.8,24.0,24.0,1.0,24.0,28.0,2.0,48.0,3.0,52.0,49.0,54.0,831.0,265.0
Kenneth Faried,26,DEN,25.3,8.7,1.2,0.5,0.9,12.5,9.3,0.6,0.0,0.5,0.6,0.6,1.4,2.5,21.0,0.6,21.0,1.2,5.5,19.0,8.1,0.9,2.9,11.2,0.2,0.9,2016,11.3,0.4,0,11,0.0,,0,0,0.8,4.0,10.0,0.0,4.0,20.0,1.0,8.0,1.0,30.0,14.0,10.0,2777.0,1608.0
Robert Covington,25,PHI,28.4,6.3,1.4,1.6,0.6,12.8,10.6,0.4,7.2,0.4,0.5,0.8,2.1,3.5,13.2,0.5,21.5,0.9,2.0,12.0,8.4,2.7,1.6,15.3,0.1,-0.2,2016,9.9,0.1,0,15,0.0,,0,0,0.8,1.0,1.0,0.0,9.0,12.0,2.0,10.0,2.0,13.0,2.0,14.0,2354.5,4486.5
Allen Crabbe,23,POR,26.0,2.7,1.2,0.8,0.2,10.3,8.4,0.5,3.5,0.4,0.5,0.9,0.8,2.4,12.2,0.6,16.4,0.7,4.3,5.6,7.2,1.5,0.6,8.1,0.1,-0.7,2016,4.9,0.5,1,5,0.0,,0,0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,3.0,5.0,3692.0,3932.0
Jamal Crawford,35,LAC,26.9,1.8,2.3,0.7,0.2,14.2,11.9,0.4,4.4,0.3,0.5,0.9,1.4,1.5,14.0,0.5,24.9,-0.3,3.3,3.7,14.0,1.2,0.4,9.6,0.1,-2.6,2016,5.0,0.6,1,4,0.0,,0,0,1.0,8.0,0.0,1.0,3.0,0.0,1.0,11.0,2.0,0.0,9.0,15.0,2279.5,2207.0
Jae Crowder,25,BOS,31.6,5.1,1.8,1.7,0.5,14.2,11.1,0.4,5.0,0.3,0.5,0.8,1.1,2.7,15.8,0.6,18.5,2.8,7.3,8.6,8.9,2.7,1.2,8.3,0.2,2.8,2016,9.1,0.6,1,5,0.0,,0,0,0.9,3.0,4.0,1.0,3.0,4.0,0.0,6.0,1.0,8.0,8.0,8.0,3073.0,2394.5
Anthony Davis,22,NOP,35.5,10.3,1.9,1.3,2.0,24.3,18.6,0.5,1.8,0.3,0.5,0.8,2.0,2.4,25.0,0.6,29.6,2.3,7.2,16.1,10.0,1.8,4.7,8.4,0.2,2.2,2016,15.5,0.4,0,12,0.0,,0,0,0.7,12.0,14.0,0.0,19.0,23.0,1.0,31.0,1.0,37.0,26.0,33.0,1358.5,820.0
Luol Deng,30,MIA,32.4,6.0,1.9,1.0,0.4,12.3,10.1,0.5,3.5,0.3,0.5,0.8,1.1,1.6,15.0,0.5,17.4,2.3,6.4,10.5,9.0,1.6,0.9,8.9,0.1,1.9,2016,9.3,0.6,1,3,0.0,,0,0,0.9,3.0,4.0,0.0,2.0,2.0,0.0,5.0,0.0,6.0,7.0,5.0,3692.0,2603.5
DeMar DeRozan,26,TOR,35.9,4.5,4.0,1.0,0.3,23.5,17.7,0.4,1.8,0.3,0.5,0.8,2.2,2.1,21.5,0.6,29.8,2.4,9.9,7.1,20.8,1.5,0.6,9.5,0.2,1.4,2016,9.8,0.7,1,2,0.0,,0,0,1.0,28.0,2.0,8.0,14.0,0.0,5.0,42.0,13.0,2.0,38.0,68.0,628.0,457.5
Gorgui Dieng,26,MIN,27.1,7.1,1.7,1.1,1.2,10.1,7.1,0.5,0.2,0.3,0.5,0.8,1.7,2.7,17.1,0.6,16.7,2.5,5.9,15.3,10.1,2.1,3.5,16.9,0.1,2.4,2016,11.1,0.4,0,13,0.0,,0,0,1.0,1.0,5.0,1.0,0.0,6.0,0.0,1.0,1.0,11.0,7.0,3.0,4351.5,2603.5
Goran Dragic,29,MIA,32.8,3.8,5.8,1.0,0.2,14.1,12.2,0.5,2.8,0.3,0.5,0.7,2.6,2.6,15.5,0.5,21.9,1.6,4.7,6.6,28.7,1.5,0.6,16.3,0.1,0.7,2016,10.8,0.6,1,3,0.0,,0,0,0.9,4.0,0.0,26.0,2.0,0.0,12.0,6.0,38.0,0.0,30.0,82.0,486.5,663.5
Andre Drummond,22,DET,32.9,14.8,0.8,1.5,1.4,16.2,13.1,0.5,0.1,0.3,0.5,0.4,1.9,3.0,21.2,0.5,24.1,1.0,7.4,24.5,4.4,2.3,3.2,10.5,0.1,-0.5,2016,18.5,0.5,1,8,0.0,,0,0,1.0,9.0,38.0,0.0,6.0,36.0,0.0,15.0,0.0,74.0,47.0,15.0,2279.5,296.0
Jared Dudley,30,WAS,25.9,3.5,2.1,0.9,0.2,7.9,6.0,0.5,2.9,0.4,0.6,0.7,1.0,2.3,11.7,0.6,12.7,1.6,4.6,7.6,11.4,1.7,0.7,13.1,0.1,1.0,2016,6.7,0.5,0,10,0.0,,0,0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,5511.0,4486.5
Tim Duncan,39,SAS,25.2,7.3,2.7,0.8,1.3,8.6,7.2,0.5,0.0,0.0,0.5,0.7,1.5,2.0,16.9,0.5,17.6,2.4,5.2,16.6,15.3,1.6,3.9,15.3,0.2,4.1,2016,12.1,0.8,1,2,0.0,,0,0,0.7,2.0,14.0,5.0,1.0,3.0,1.0,3.0,6.0,17.0,21.0,15.0,2279.5,1086.0
Monta Ellis,30,IND,33.8,3.3,4.7,1.9,0.5,13.8,12.6,0.4,3.5,0.3,0.5,0.8,2.5,2.1,13.7,0.5,21.2,1.6,4.3,5.4,22.2,2.7,1.1,15.4,0.1,0.3,2016,10.4,0.5,1,7,0.0,,0,0,1.0,9.0,3.0,21.0,4.0,0.0,14.0,13.0,35.0,3.0,33.0,83.0,474.5,568.0
Tyreke Evans,26,NOP,30.6,5.2,6.6,1.3,0.3,15.2,12.6,0.4,3.4,0.4,0.5,0.8,2.9,2.6,17.9,0.5,24.7,0.7,1.4,9.3,34.6,2.1,0.9,17.1,0.1,1.7,2016,13.4,0.4,0,12,0.0,,0,0,0.3,1.0,1.0,6.0,4.0,1.0,10.0,5.0,16.0,2.0,8.0,37.0,1231.0,2394.5
Zach LaVine,20,MIN,28.0,2.8,3.1,0.8,0.2,14.0,11.7,0.5,3.9,0.4,0.5,0.8,1.9,2.4,14.3,0.5,23.5,0.4,2.6,5.8,18.6,1.5,0.6,12.9,0.1,-1.4,2016,6.9,0.4,0,13,0.0,,0,0,1.0,3.0,1.0,3.0,9.0,0.0,4.0,12.0,7.0,1.0,7.0,26.0,1617.0,2603.5
Brook Lopez,27,BRK,33.7,7.8,2.0,0.8,1.7,20.6,15.8,0.5,0.2,0.1,0.5,0.8,2.4,2.9,21.7,0.6,27.3,2.1,6.2,13.1,10.8,1.2,4.1,11.6,0.1,1.3,2016,12.3,0.3,0,14,0.0,,0,0,0.9,11.0,5.0,1.0,34.0,15.0,2.0,45.0,3.0,20.0,17.0,51.0,873.0,1377.0
Kent Bazemore,27,ATL,26.9,3.2,2.4,1.2,0.7,11.0,9.9,0.4,3.6,0.3,0.5,0.7,1.7,2.3,11.5,0.5,20.5,0.6,2.1,6.5,14.2,2.3,2.3,13.6,0.1,-0.8,2017,7.5,0.5,1,5,0.0,,0,0,0.9,1.0,0.0,3.0,4.0,0.0,3.0,5.0,6.0,0.0,4.0,17.0,2129.5,3489.5
Jonas Valanciunas,23,TOR,26.0,9.1,0.7,0.4,1.3,12.8,8.9,0.6,0.0,,0.6,0.8,1.4,2.6,22.6,0.6,20.9,1.2,6.9,20.1,4.8,0.8,4.2,11.9,0.2,1.1,2016,11.5,0.7,1,2,0.0,,0,0,0.7,2.0,24.0,0.0,1.0,12.0,0.0,3.0,0.0,36.0,26.0,3.0,4351.5,820.0
Hassan Whiteside,26,MIA,29.1,11.8,0.4,0.6,3.7,14.2,9.3,0.6,0.0,,0.6,0.7,1.9,2.8,25.7,0.6,20.7,2.4,10.3,23.1,2.4,1.1,9.7,14.2,0.2,2.5,2016,16.5,0.6,1,3,0.0,,0,0,0.9,4.0,31.0,0.0,6.0,21.0,0.0,10.0,0.0,52.0,35.0,10.0,2777.0,527.0
John Wall,25,WAS,36.2,4.9,10.2,1.9,0.8,19.9,17.5,0.4,4.3,0.4,0.5,0.8,4.1,2.1,19.8,0.5,28.6,3.7,5.7,7.6,46.2,2.5,1.7,17.5,0.1,3.2,2016,17.8,0.5,0,10,0.0,,0,0,0.9,19.0,3.0,36.0,14.0,1.0,36.0,33.0,72.0,4.0,58.0,177.0,29.0,153.5
Kemba Walker,25,CHO,35.6,4.4,5.2,1.6,0.5,20.9,16.4,0.4,6.0,0.4,0.5,0.8,2.1,1.4,20.8,0.6,26.5,4.4,9.9,6.8,25.7,2.2,1.1,10.1,0.2,4.0,2016,11.7,0.6,1,6,0.0,,0,0,1.0,22.0,3.0,20.0,18.0,1.0,16.0,40.0,36.0,4.0,45.0,112.0,266.0,327.0
Dion Waiters,24,OKC,27.6,2.6,2.0,1.0,0.2,9.8,9.1,0.4,3.1,0.4,0.5,0.7,1.5,1.8,9.4,0.5,17.7,-0.1,2.1,5.1,10.0,1.9,0.5,13.4,0.0,-2.1,2016,5.8,0.7,1,3,0.0,,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5511.0,5338.0
Dwyane Wade,34,MIA,30.5,4.1,4.6,1.1,0.6,19.0,16.0,0.5,0.6,0.2,0.5,0.8,2.7,1.6,20.3,0.5,31.6,1.6,4.9,7.6,27.4,1.8,1.4,13.0,0.1,0.8,2016,10.4,0.6,1,3,0.0,,0,0,0.9,18.0,0.0,11.0,10.0,0.0,13.0,28.0,24.0,0.0,29.0,76.0,539.5,701.0
Nikola Vucevic,25,ORL,31.3,8.9,2.8,0.8,1.1,18.2,16.1,0.5,0.1,0.2,0.5,0.8,1.9,2.7,21.1,0.5,26.8,2.0,5.2,15.7,15.9,1.3,2.8,10.0,0.1,1.8,2016,13.6,0.4,0,11,0.0,,0,0,0.8,14.0,10.0,2.0,10.0,18.0,3.0,24.0,5.0,28.0,26.0,34.0,1321.0,820.0
Evan Turner,27,BOS,28.0,4.9,4.4,1.0,0.3,10.5,9.3,0.5,1.0,0.2,0.5,0.8,2.1,1.7,13.6,0.5,18.8,0.8,4.0,9.3,23.9,1.7,1.0,16.9,0.1,-0.7,2016,10.6,0.6,1,5,0.0,,0,0,1.0,0.0,4.0,8.0,1.0,1.0,7.0,1.0,15.0,5.0,12.0,31.0,1432.5,1811.5
Robin Lopez,27,NYK,27.1,7.3,1.4,0.2,1.6,10.3,8.1,0.5,0.0,0.0,0.5,0.8,1.6,2.2,17.6,0.6,17.7,1.9,5.8,14.8,8.5,0.4,4.4,15.4,0.1,1.4,2016,10.5,0.4,0,13,0.0,,0,0,1.0,1.0,12.0,0.0,2.0,12.0,1.0,3.0,1.0,24.0,13.0,5.0,3692.0,1707.0
P.J. Tucker,30,PHO,31.0,6.2,2.2,1.3,0.2,8.0,7.1,0.4,2.5,0.3,0.5,0.7,1.4,2.5,10.8,0.5,12.7,1.7,3.5,10.9,10.2,2.0,0.6,14.7,0.1,0.6,2016,9.9,0.3,0,14,0.0,,0,0,1.0,1.0,2.0,1.0,1.0,8.0,7.0,2.0,8.0,10.0,4.0,18.0,2060.5,3489.5
Karl-Anthony Towns,20,MIN,32.0,10.5,2.0,0.7,1.7,18.3,14.1,0.5,1.1,0.3,0.6,0.8,2.2,3.0,22.5,0.6,24.9,3.2,8.3,19.0,11.3,1.1,4.3,12.6,0.2,2.8,2016,14.9,0.4,0,13,0.0,,0,0,1.0,12.0,21.0,0.0,15.0,41.0,2.0,27.0,2.0,62.0,33.0,31.0,1432.5,568.0
Tristan Thompson,24,CLE,27.7,9.0,0.8,0.5,0.6,7.8,5.1,0.6,0.0,,0.6,0.6,0.7,2.5,15.9,0.6,11.7,2.0,8.7,18.4,4.0,0.9,1.8,10.4,0.2,1.5,2016,10.9,0.7,1,1,0.0,,0,0,1.0,0.0,19.0,0.0,0.0,5.0,0.0,0.0,0.0,24.0,19.0,0.0,6409.0,1216.0
Klay Thompson,25,GSW,33.3,3.8,2.1,0.8,0.6,22.1,17.3,0.5,8.1,0.4,0.6,0.9,1.7,1.9,18.6,0.6,26.3,1.8,8.0,6.2,9.8,1.1,1.4,8.5,0.1,0.7,2016,7.3,0.9,1,1,0.0,,0,0,1.0,20.0,1.0,2.0,2.0,0.0,0.0,22.0,2.0,1.0,23.0,26.0,1617.0,961.5
Hollis Thompson,24,PHI,28.0,3.5,1.3,0.5,0.3,9.8,8.8,0.4,5.1,0.4,0.5,0.7,1.0,2.4,9.2,0.5,16.2,-0.6,1.2,6.9,7.4,0.8,0.8,9.5,0.0,-3.1,2016,5.6,0.1,0,15,0.0,,0,0,0.9,0.0,0.0,0.0,3.0,4.0,1.0,3.0,1.0,4.0,0.0,5.0,3692.0,6437.0
Isaiah Thomas,26,BOS,32.2,3.0,6.2,1.1,0.1,22.2,16.9,0.4,5.7,0.4,0.5,0.9,2.7,2.0,21.5,0.6,29.6,3.3,9.7,4.9,32.7,1.7,0.3,11.9,0.2,3.0,2016,10.4,0.6,1,5,0.0,,0,0,1.0,31.0,0.0,32.0,21.0,0.0,21.0,52.0,53.0,0.0,63.0,158.0,60.5,107.0
Andrew Wiggins,20,MIN,35.1,3.6,2.0,1.0,0.6,20.7,16.0,0.5,2.3,0.3,0.5,0.8,2.2,2.0,16.5,0.5,27.2,-0.1,4.1,5.9,10.1,1.4,1.3,10.6,0.1,-2.1,2016,7.2,0.4,0,13,0.0,,0,0,1.0,9.0,0.0,1.0,21.0,0.0,0.0,30.0,1.0,0.0,10.0,32.0,1397.5,2045.0
Deron Williams,31,DAL,32.4,2.9,5.8,0.9,0.2,14.1,11.9,0.4,4.3,0.3,0.5,0.9,2.3,2.4,14.6,0.5,22.0,1.0,3.7,5.0,29.3,1.5,0.6,14.8,0.1,-0.1,2016,9.8,0.5,1,6,0.0,,0,0,0.8,8.0,0.0,19.0,5.0,0.0,19.0,13.0,38.0,0.0,27.0,89.0,420.0,775.5
Lou Williams,29,LAL,28.5,2.5,2.5,0.9,0.3,15.3,10.3,0.4,4.8,0.3,0.5,0.8,1.6,1.6,17.7,0.6,22.8,1.1,4.7,4.8,15.1,1.6,0.8,10.8,0.1,0.3,2016,6.2,0.2,0,15,0.0,,0,0,0.8,3.0,0.0,3.0,12.0,0.0,9.0,15.0,12.0,0.0,6.0,39.0,1173.0,2844.5
Marvin Williams,29,CHO,28.9,6.4,1.4,0.7,1.0,11.7,9.2,0.5,4.7,0.4,0.6,0.8,0.8,1.6,16.8,0.6,16.8,2.7,7.8,12.2,7.6,1.2,2.7,7.1,0.2,2.7,2016,9.5,0.6,1,6,0.0,,0,0,1.0,2.0,16.0,0.0,3.0,5.0,0.0,5.0,0.0,21.0,18.0,5.0,3692.0,1295.0
Justise Winslow,19,MIA,28.6,5.2,1.5,0.9,0.3,6.4,5.9,0.4,1.5,0.3,0.5,0.7,1.2,2.4,8.4,0.5,12.5,0.8,2.5,10.2,7.4,1.6,0.9,15.6,0.1,-0.6,2016,7.9,0.6,1,3,0.0,,0,0,1.0,1.0,3.0,0.0,0.0,2.0,1.0,1.0,1.0,5.0,4.0,3.0,4351.5,3489.5
Thaddeus Young,27,BRK,33.0,9.0,1.8,1.5,0.5,15.1,13.2,0.5,0.4,0.2,0.5,0.6,1.9,2.5,17.5,0.5,21.6,1.3,4.1,15.4,9.5,2.3,1.2,11.6,0.1,0.1,2016,12.8,0.3,0,14,0.0,,0,0,0.9,3.0,11.0,1.0,9.0,26.0,0.0,12.0,1.0,37.0,15.0,14.0,2354.5,1527.5
Steven Adams,23,OKC,29.9,7.7,1.1,1.1,1.0,11.3,8.2,0.6,0.0,0.0,0.6,0.6,1.8,2.4,16.5,0.6,16.2,1.5,6.5,14.2,5.4,1.8,2.6,16.0,0.1,0.6,2017,10.9,0.6,1,6,0.0,,0,0,1.0,1.0,5.0,0.0,0.0,7.0,0.0,1.0,0.0,12.0,6.0,1.0,5511.0,2844.5
Arron Afflalo,31,SAC,25.9,2.0,1.3,0.3,0.1,8.4,6.9,0.4,2.5,0.4,0.5,0.9,0.7,1.7,8.9,0.6,14.4,-0.6,1.4,4.6,7.4,0.7,0.3,8.4,0.0,-3.5,2017,3.7,0.4,0,12,0.0,,0,0,0.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,4863.0,6437.0
LaMarcus Aldridge,31,SAS,32.4,7.3,1.9,0.6,1.2,17.3,14.6,0.5,0.8,0.4,0.5,0.8,1.4,2.2,18.6,0.5,24.5,1.8,7.2,12.7,9.9,1.0,3.0,7.7,0.1,1.0,2017,11.0,0.7,1,2,0.0,,0,0,0.9,9.0,16.0,6.0,3.0,5.0,2.0,12.0,8.0,21.0,31.0,28.0,1530.5,631.5
Tony Allen,35,MEM,27.0,5.5,1.4,1.6,0.4,9.1,8.4,0.5,0.8,0.3,0.5,0.6,1.4,2.5,13.3,0.5,17.9,1.3,3.1,11.7,8.4,3.1,1.4,13.3,0.1,0.6,2017,8.9,0.5,1,7,0.0,,0,0,0.9,1.0,4.0,0.0,0.0,2.0,0.0,1.0,0.0,6.0,5.0,1.0,5511.0,3132.0
Al-Farouq Aminu,26,POR,29.1,7.4,1.6,1.0,0.7,8.7,7.6,0.4,3.5,0.3,0.5,0.7,1.5,1.7,11.3,0.5,15.4,0.4,1.9,14.1,7.9,1.7,2.0,15.2,0.1,-1.1,2017,10.7,0.5,1,8,0.0,,0,0,0.7,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,16.0,8.0,0.0,6409.0,2394.5
Ryan Anderson,28,HOU,29.4,4.6,0.9,0.4,0.2,13.6,10.7,0.4,7.0,0.4,0.6,0.9,0.8,2.0,13.5,0.6,17.9,0.6,5.2,8.5,4.7,0.7,0.5,6.2,0.1,-0.8,2017,6.1,0.7,1,3,0.0,,0,0,0.9,5.0,3.0,0.0,3.0,1.0,0.0,8.0,0.0,4.0,8.0,8.0,3073.0,2394.5
Carmelo Anthony,32,NYK,34.3,5.9,2.9,0.8,0.5,22.4,18.8,0.4,5.7,0.4,0.5,0.8,2.1,2.7,17.9,0.5,29.1,0.8,4.7,9.3,14.5,1.2,1.1,9.0,0.1,-0.7,2017,10.1,0.4,0,12,0.0,,0,0,0.9,14.0,2.0,4.0,24.0,6.0,9.0,38.0,13.0,8.0,20.0,64.0,684.5,1150.5
Trevor Ariza,31,HOU,34.7,5.7,2.2,1.8,0.3,11.7,10.0,0.4,6.9,0.3,0.5,0.7,0.9,1.7,12.4,0.5,14.1,2.6,6.0,9.0,8.8,2.5,0.6,7.9,0.1,1.7,2017,10.0,0.7,1,3,0.0,,0,0,1.0,1.0,4.0,0.0,0.0,2.0,0.0,1.0,0.0,6.0,5.0,1.0,5511.0,3132.0
Harrison Barnes,24,DAL,35.5,5.0,1.5,0.8,0.2,19.2,16.2,0.5,2.8,0.4,0.5,0.9,1.3,1.6,16.3,0.5,25.3,0.1,4.6,8.2,7.7,1.2,0.5,6.8,0.1,-1.9,2017,7.5,0.4,0,11,0.0,,0,0,1.0,14.0,6.0,1.0,22.0,6.0,0.0,36.0,1.0,12.0,21.0,38.0,1202.0,1086.0
Will Barton,26,DEN,28.4,4.3,3.4,0.8,0.5,13.7,11.1,0.4,3.9,0.4,0.5,0.8,1.6,1.8,15.5,0.5,21.1,1.0,3.3,8.4,17.7,1.4,1.3,11.5,0.1,0.3,2017,9.0,0.5,0,9,0.0,,0,0,0.7,3.0,1.0,2.0,2.0,0.0,4.0,5.0,6.0,1.0,6.0,17.0,2129.5,2844.5
Nicolas Batum,28,CHO,34.0,6.2,5.9,1.1,0.4,15.1,12.7,0.4,5.3,0.3,0.5,0.9,2.5,1.4,15.8,0.5,22.3,2.1,4.6,10.1,27.7,1.6,1.0,15.0,0.1,1.2,2017,13.6,0.4,0,11,0.0,,0,0,0.9,6.0,10.0,16.0,8.0,8.0,20.0,14.0,36.0,18.0,32.0,86.0,443.0,599.0
Jeff Teague,27,ATL,28.5,2.7,5.9,1.2,0.3,15.7,12.5,0.4,3.5,0.4,0.5,0.8,2.8,2.1,17.9,0.6,26.6,1.3,5.9,5.2,34.4,2.1,0.8,16.2,0.1,0.3,2016,10.1,0.6,1,4,0.0,,0,0,1.0,12.0,2.0,31.0,7.0,0.0,13.0,19.0,44.0,2.0,45.0,107.0,302.0,327.0
