Player,Age,Tm,MP,TRB,AST,STL,BLK,PTS,FGA,FG%,3PA,3P%,eFG%,FT%,TOV,PF,PER,TS%,USG%,VORP,WS,TRB%,AST%,STL%,BLK%,TOV%,WS/48,BPM,Year,box,W/L%,playoffs,seed,Share,Rank,got_votes,is_mvp,gp_pct
Buck Johnson,27,HOU,31.2,4.5,1.9,1.1,0.6,13.6,12.0,0.5,0.2,0.1,0.5,0.7,1.7,3.3,12.9,0.5,19.7,0.9,4.6,7.7,9.2,1.7,1.2,11.2,0.1,-0.5,1991,8.1,0.6,1,6,0.0,,0,0,0.9
Vinnie Johnson,34,DET,29.1,3.4,3.3,0.9,0.2,11.7,11.4,0.4,0.4,0.3,0.4,0.6,1.4,2.0,12.8,0.5,21.0,1.2,3.8,6.7,17.8,1.6,0.4,10.3,0.1,-0.1,1991,7.8,0.6,1,3,0.0,,0,0,1.0
Shawn Kemp,21,SEA,30.1,8.4,1.8,1.0,1.5,15.0,11.2,0.5,0.1,0.2,0.5,0.7,2.5,3.9,17.6,0.6,22.4,2.4,6.1,16.6,8.5,1.6,3.3,15.5,0.1,1.9,1991,12.7,0.5,1,8,0.0,,0,0,1.0
Jerome Kersey,28,POR,32.3,6.6,3.1,1.4,1.0,14.8,12.2,0.5,0.2,0.3,0.5,0.7,2.0,3.4,15.6,0.5,20.3,2.9,6.7,11.3,13.4,2.0,2.0,12.6,0.1,2.9,1991,12.1,0.8,1,1,0.0,,0,0,0.9
Greg Kite,29,ORL,27.1,7.2,0.7,0.3,1.0,4.8,4.1,0.5,0.0,,0.5,0.5,1.2,3.6,7.4,0.5,9.0,0.2,2.0,14.4,3.5,0.5,2.2,20.6,0.0,-1.7,1991,9.2,0.4,0,9,0.0,,0,0,1.0
Jon Koncak,27,ATL,25.1,4.9,1.6,1.0,1.0,4.1,4.2,0.4,0.1,0.1,0.4,0.6,0.6,3.4,8.4,0.5,8.4,1.3,2.5,10.6,8.3,1.9,2.4,12.7,0.1,0.7,1991,8.5,0.5,1,6,0.0,,0,0,0.9
Bill Laimbeer,33,DET,32.5,9.0,1.9,0.5,0.7,11.0,9.5,0.5,1.5,0.3,0.5,0.8,1.2,3.0,14.2,0.5,15.5,2.7,8.0,15.8,8.8,0.7,1.3,10.4,0.1,2.1,1991,12.1,0.6,1,3,0.0,,0,0,1.0
Jim Les,27,SAC,25.4,2.0,5.4,1.0,0.1,7.2,4.9,0.4,2.8,0.5,0.6,0.8,1.4,2.6,13.7,0.6,12.1,0.3,3.6,4.5,30.6,2.1,0.2,19.3,0.1,-1.2,1991,8.5,0.3,0,13,0.0,,0,0,0.7
Reggie Lewis,25,BOS,36.4,5.2,2.5,1.2,1.1,18.7,15.4,0.5,0.2,0.1,0.5,0.8,1.9,3.0,16.2,0.5,22.2,2.0,7.5,7.9,9.6,1.7,1.7,9.7,0.1,0.8,1991,10.0,0.7,1,2,0.0,,0,0,1.0
Todd Lichti,24,DEN,29.7,3.9,2.5,1.6,0.3,14.0,13.0,0.4,1.6,0.3,0.5,0.9,1.1,2.2,13.6,0.5,18.1,0.2,1.0,6.1,10.5,2.3,0.5,7.5,0.1,-1.2,1991,8.3,0.2,0,14,0.0,,0,0,0.4
Grant Long,24,MIA,31.4,7.1,2.2,1.5,0.5,9.2,7.0,0.5,0.1,0.2,0.5,0.8,2.0,3.7,12.2,0.6,13.3,2.4,5.0,12.6,9.7,2.3,1.0,19.1,0.1,1.8,1991,11.3,0.3,0,13,0.0,,0,0,1.0
Rick Mahorn,32,PHI,30.5,7.8,1.5,1.0,0.7,8.9,7.0,0.5,0.1,0.0,0.5,0.8,1.6,3.5,11.8,0.5,14.2,0.9,4.4,14.3,6.8,1.6,1.4,16.0,0.1,-0.4,1991,11.0,0.5,1,5,0.0,,0,0,1.0
Dan Majerle,25,PHO,29.6,5.4,2.8,1.4,0.5,13.6,10.7,0.5,1.1,0.3,0.5,0.8,1.5,2.1,16.9,0.6,19.1,3.3,7.2,10.0,12.9,2.2,1.0,10.7,0.2,3.7,1991,10.1,0.7,1,4,0.0,,0,0,0.9
Jeff Malone,29,UTA,35.7,3.0,2.1,0.7,0.1,18.6,15.0,0.5,0.1,0.2,0.5,0.9,1.6,1.9,14.4,0.6,22.5,0.5,5.1,4.9,9.7,1.0,0.2,8.6,0.1,-1.2,1991,5.9,0.7,1,5,0.0,,0,0,0.8
Vernon Maxwell,25,HOU,35.0,2.9,3.7,1.5,0.2,17.0,15.2,0.4,6.2,0.3,0.5,0.7,2.1,2.2,13.5,0.5,22.2,1.9,5.9,4.4,15.5,2.2,0.3,11.0,0.1,0.7,1991,8.3,0.6,1,6,0.0,,0,0,1.0
Jeff Hornacek,27,PHO,34.2,4.0,5.1,1.4,0.2,16.9,13.1,0.5,1.8,0.4,0.5,0.9,1.6,2.3,17.8,0.6,19.1,4.0,9.7,6.4,21.2,1.9,0.3,10.2,0.2,3.7,1991,10.7,0.7,1,4,0.0,,0,0,1.0
Travis Mays,22,SAC,33.5,2.8,4.0,1.3,0.2,14.3,11.3,0.4,3.1,0.4,0.5,0.8,2.5,2.6,12.3,0.5,21.0,0.2,2.1,4.7,18.3,1.9,0.3,15.5,0.0,-1.5,1991,8.3,0.3,0,13,0.0,,0,0,0.8
Rodney McCray,29,DAL,34.6,7.6,3.5,0.9,0.7,11.4,9.2,0.5,0.5,0.3,0.5,0.8,1.7,2.7,14.6,0.6,15.5,2.4,5.3,12.5,14.7,1.4,1.2,14.4,0.1,1.7,1991,12.7,0.3,0,12,0.0,,0,0,0.9
Derrick McKey,24,SEA,34.3,5.8,2.3,1.2,0.8,15.3,11.6,0.5,0.3,0.2,0.5,0.8,2.2,3.0,15.7,0.6,18.9,2.7,6.4,10.1,9.6,1.8,1.5,14.0,0.1,2.3,1991,10.1,0.5,1,8,0.0,,0,0,0.9
Reggie Miller,25,IND,36.2,3.4,4.0,1.3,0.2,22.6,14.2,0.5,3.9,0.3,0.6,0.9,2.0,2.0,21.2,0.7,22.5,4.5,12.5,5.4,16.6,1.8,0.3,10.2,0.2,4.0,1991,8.9,0.5,1,7,0.0,,0,0,1.0
Sam Mitchell,27,MIN,38.1,6.3,1.6,0.8,0.7,14.6,12.3,0.4,0.1,0.0,0.4,0.8,1.3,4.1,12.3,0.5,17.8,0.3,5.1,9.7,6.3,1.1,1.2,8.1,0.1,-1.6,1991,9.4,0.4,0,11,0.0,,0,0,1.0
Chris Morris,25,NJN,32.3,6.6,2.8,1.7,1.2,13.2,12.2,0.4,2.3,0.3,0.4,0.7,2.1,3.1,14.7,0.5,19.5,2.6,4.5,10.7,12.8,2.6,2.2,13.5,0.1,2.1,1991,12.3,0.3,0,11,0.0,,0,0,1.0
Chris Mullin,27,GSW,40.4,5.4,4.0,2.1,0.8,25.7,17.7,0.5,1.6,0.3,0.6,0.9,3.0,2.1,21.4,0.6,23.5,5.4,12.2,7.4,14.9,2.4,1.1,12.6,0.2,4.5,1991,12.3,0.5,1,7,0.0,,0,0,1.0
Larry Nance,31,CLE,36.6,8.6,3.0,0.8,2.5,19.2,15.1,0.5,0.1,0.2,0.5,0.8,1.6,2.7,20.6,0.6,22.2,4.3,9.8,13.6,13.4,1.1,4.1,8.8,0.2,3.9,1991,14.9,0.4,0,9,0.0,,0,0,1.0
Johnny Newman,27,CHH,30.6,3.1,2.3,1.2,0.2,16.9,12.6,0.5,1.0,0.4,0.5,0.8,2.3,3.4,15.1,0.6,24.3,1.0,4.1,5.9,11.9,2.0,0.4,13.4,0.1,-0.3,1991,6.8,0.3,0,12,0.0,,0,0,1.0
Ken Norman,26,LAC,33.0,7.1,2.3,0.9,0.9,17.4,14.8,0.5,0.5,0.2,0.5,0.6,2.0,2.7,16.4,0.5,22.8,1.6,4.8,11.6,10.9,1.3,1.6,10.7,0.1,0.8,1991,11.2,0.4,0,10,0.0,,0,0,0.9
Charles Oakley,27,NYK,36.0,12.1,2.7,0.8,0.2,11.2,7.8,0.5,0.0,0.0,0.5,0.8,2.8,3.8,13.6,0.6,15.0,2.7,6.2,19.3,10.4,1.1,0.4,22.8,0.1,1.9,1991,15.8,0.5,1,8,0.0,,0,0,0.9
Gary Payton,22,SEA,27.4,3.0,6.4,2.0,0.2,7.2,7.0,0.5,0.2,0.1,0.5,0.7,2.2,3.0,13.2,0.5,14.9,1.6,3.4,6.5,30.8,3.7,0.4,22.6,0.1,0.9,1991,11.6,0.5,1,8,0.0,,0,0,1.0
Sam Perkins,29,LAL,34.3,7.4,1.5,0.9,1.1,13.5,10.2,0.5,0.9,0.3,0.5,0.8,1.4,3.4,14.8,0.6,16.9,2.7,8.0,12.5,6.2,1.3,1.8,10.6,0.2,2.3,1991,10.9,0.7,1,2,0.0,,0,0,0.9
Chuck Person,26,IND,32.1,5.2,3.0,0.7,0.2,18.4,15.4,0.5,2.5,0.3,0.5,0.7,2.3,2.8,16.1,0.6,24.8,0.9,3.9,9.3,14.7,1.1,0.4,12.1,0.1,-0.5,1991,9.1,0.5,1,7,0.0,,0,0,1.0
Jay Humphries,28,MIL,34.1,2.8,6.7,1.6,0.1,15.2,12.0,0.5,2.0,0.4,0.5,0.8,1.9,3.0,17.4,0.6,19.1,2.7,8.6,4.8,29.7,2.4,0.2,12.4,0.2,2.0,1991,11.2,0.6,1,4,0.0,,0,0,1.0
Hersey Hawkins,24,PHI,38.9,3.9,3.7,2.2,0.5,22.1,15.6,0.5,3.4,0.4,0.5,0.9,2.7,2.3,19.4,0.6,24.0,4.3,9.8,5.6,15.3,2.9,0.7,12.5,0.2,3.5,1991,10.3,0.5,1,5,0.0,,0,0,1.0
Antoine Carr,29,SAC,32.8,5.5,2.5,0.6,1.3,20.1,15.9,0.5,0.0,0.0,0.5,0.8,2.2,4.1,18.3,0.6,27.2,1.7,5.4,9.4,14.1,0.9,2.5,10.9,0.1,0.7,1991,9.9,0.3,0,13,0.0,,0,0,0.9
Chris Dudley,25,NJN,25.6,8.4,0.6,0.6,2.5,7.1,6.8,0.4,0.0,,0.4,0.5,1.3,3.6,12.6,0.4,14.8,0.3,2.2,17.2,3.3,1.2,5.8,13.9,0.1,-1.3,1991,12.1,0.3,0,11,0.0,,0,0,0.7
Bill Cartwright,33,CHI,28.8,6.2,1.6,0.4,0.2,9.6,8.2,0.5,0.0,,0.5,0.7,1.4,2.1,11.5,0.5,15.8,0.2,4.2,12.6,7.1,0.7,0.4,13.4,0.1,-1.6,1991,8.4,0.7,1,1,0.0,,0,0,1.0
Terry Catledge,27,ORL,28.6,7.0,1.1,0.7,0.2,14.6,12.4,0.5,0.1,0.0,0.5,0.6,2.1,2.2,14.5,0.5,23.8,-0.2,1.6,13.3,6.3,1.1,0.4,12.6,0.1,-2.5,1991,9.0,0.4,0,9,0.0,,0,0,0.6
Tom Chambers,31,PHO,32.6,6.4,2.6,0.9,0.7,19.9,16.7,0.4,1.0,0.3,0.4,0.8,2.3,3.1,16.2,0.5,27.2,0.6,5.4,10.8,11.5,1.2,1.2,10.7,0.1,-1.1,1991,10.6,0.7,1,4,0.0,,0,0,0.9
Rex Chapman,23,CHH,30.0,2.7,3.6,1.0,0.2,15.7,13.2,0.4,2.1,0.3,0.5,0.8,1.9,2.4,15.1,0.5,23.9,0.8,3.0,5.2,18.8,1.7,0.5,11.1,0.1,-0.5,1991,7.5,0.3,0,12,0.0,,0,0,0.9
Maurice Cheeks,34,NYK,28.3,2.3,5.7,1.7,0.1,7.8,6.4,0.5,0.3,0.2,0.5,0.8,1.4,1.8,14.2,0.5,13.2,1.1,5.2,4.6,28.3,3.0,0.3,16.7,0.1,0.0,1991,9.8,0.5,1,8,0.0,,0,0,0.9
Derrick Coleman,23,NJN,35.2,10.3,2.2,1.0,1.3,18.4,14.9,0.5,0.5,0.3,0.5,0.7,2.9,2.9,17.6,0.5,23.3,1.7,5.8,15.3,9.8,1.3,2.2,14.4,0.1,0.5,1991,14.8,0.3,0,11,0.0,,0,0,0.9
Tyrone Corbin,28,MIN,39.0,7.2,4.2,2.0,0.6,18.0,16.0,0.4,0.1,0.2,0.4,0.8,2.5,3.1,16.6,0.5,22.7,2.9,5.4,10.7,17.1,2.6,1.1,12.4,0.1,1.6,1991,14.0,0.4,0,11,0.0,,0,0,1.0
Terry Cummings,29,SAS,32.8,7.8,2.3,0.9,0.4,17.6,15.5,0.5,0.5,0.2,0.5,0.7,2.0,3.4,16.3,0.5,24.2,1.6,5.6,13.1,11.3,1.4,0.8,10.3,0.1,0.9,1991,11.4,0.7,1,3,0.0,,0,0,0.8
Brad Daugherty,25,CLE,38.8,10.9,3.3,1.0,0.6,21.6,15.2,0.5,0.0,0.0,0.5,0.8,2.8,2.5,19.9,0.6,24.0,3.1,9.0,16.3,13.9,1.3,0.9,13.0,0.1,2.2,1991,15.8,0.4,0,9,0.0,,0,0,0.9
Johnny Dawkins,27,PHI,31.0,4.0,7.0,0.8,0.0,15.8,10.3,0.6,1.0,0.2,0.6,0.9,2.0,1.0,22.8,0.7,19.0,0.1,0.6,7.2,37.1,1.2,0.0,14.9,0.2,1.1,1991,11.8,0.5,1,5,0.0,,0,0,0.0
Vlade Divac,22,LAL,28.2,8.1,1.1,1.3,1.5,11.2,7.8,0.6,0.2,0.4,0.6,0.7,1.8,3.0,17.7,0.6,17.1,3.3,8.3,16.7,5.8,2.3,3.3,16.1,0.2,3.7,1991,12.0,0.7,1,2,0.0,,0,0,1.0
James Donaldson,33,DAL,34.1,8.9,0.8,0.4,1.1,10.0,7.5,0.5,0.0,,0.5,0.7,1.8,2.2,12.3,0.6,13.6,0.1,4.3,14.8,3.5,0.6,2.1,16.9,0.1,-1.8,1991,11.2,0.3,0,12,0.0,,0,0,1.0
Sherman Douglas,24,MIA,35.1,2.9,8.5,1.7,0.1,18.5,14.5,0.5,0.4,0.1,0.5,0.7,3.7,2.4,18.0,0.5,24.0,1.7,5.4,4.6,39.2,2.3,0.1,17.9,0.1,0.6,1991,13.2,0.3,0,13,0.0,,0,0,0.9
Kevin Duckworth,26,POR,31.0,6.6,1.1,0.4,0.4,15.8,13.4,0.5,0.0,0.0,0.5,0.8,2.3,3.1,12.7,0.5,22.8,-0.7,4.3,11.7,5.1,0.6,0.8,13.2,0.1,-3.2,1991,8.5,0.8,1,1,0.0,,0,0,1.0
Mark Eaton,34,UTA,32.3,8.3,0.6,0.5,2.4,5.1,3.7,0.6,0.0,,0.6,0.6,1.2,3.7,9.5,0.6,7.6,2.5,5.5,15.2,2.6,0.8,4.5,22.5,0.1,1.8,1991,11.8,0.7,1,5,0.0,,0,0,1.0
Ron Harper,27,LAC,35.5,4.8,5.4,1.7,0.9,19.6,18.7,0.4,3.8,0.3,0.4,0.7,3.3,2.8,14.5,0.5,28.0,1.0,0.9,7.3,23.2,2.3,1.5,13.5,0.0,0.7,1991,12.8,0.4,0,10,0.0,,0,0,0.5
Blue Edwards,25,UTA,26.0,3.2,1.7,0.9,0.5,9.3,7.5,0.5,0.4,0.2,0.5,0.7,1.7,3.3,10.4,0.6,17.1,0.7,2.2,7.3,10.1,1.8,1.1,16.9,0.1,-0.3,1991,6.3,0.7,1,5,0.0,,0,0,0.8
James Edwards,35,DET,26.4,3.8,0.9,0.2,0.4,13.6,11.0,0.5,0.0,0.5,0.5,0.7,1.8,3.5,12.7,0.5,24.2,-0.6,3.5,8.3,5.6,0.3,1.0,12.0,0.1,-3.1,1991,5.3,0.6,1,3,0.0,,0,0,0.9
Kevin Edwards,25,MIA,25.3,2.6,3.0,1.6,0.6,12.1,11.7,0.4,1.1,0.3,0.4,0.8,2.1,1.9,13.7,0.5,24.1,0.4,1.6,5.7,18.8,3.1,1.4,13.8,0.0,-1.2,1991,7.8,0.3,0,13,0.0,,0,0,1.0
Craig Ehlo,29,CLE,33.7,4.7,4.6,1.5,0.4,10.1,9.4,0.4,1.8,0.3,0.5,0.7,2.0,2.5,12.0,0.5,15.7,2.0,3.4,8.1,19.5,2.2,0.7,16.1,0.1,0.8,1991,11.2,0.4,0,9,0.0,,0,0,1.0
Sean Elliott,22,SAS,37.1,5.6,2.9,0.8,0.4,15.9,11.9,0.5,0.8,0.3,0.5,0.8,1.8,2.3,14.2,0.6,17.8,2.8,8.8,8.3,11.1,1.1,0.7,11.3,0.1,1.6,1991,9.7,0.7,1,3,0.0,,0,0,1.0
Pervis Ellison,23,WSB,25.6,7.7,1.3,0.6,2.1,10.4,8.4,0.5,0.1,0.0,0.5,0.7,1.9,3.5,15.9,0.5,18.8,1.3,4.0,16.5,7.7,1.2,4.8,16.7,0.1,0.7,1991,11.7,0.4,0,10,0.0,,0,0,0.9
Vern Fleming,28,IND,28.0,3.1,5.3,1.1,0.2,12.7,9.7,0.5,0.3,0.2,0.5,0.7,2.0,1.7,17.2,0.6,19.7,1.2,4.4,6.4,27.9,1.9,0.4,15.1,0.1,0.5,1991,9.7,0.5,1,7,0.0,,0,0,0.8
Kevin Gamble,25,BOS,33.0,3.3,3.1,1.2,0.4,15.6,11.4,0.6,0.1,0.0,0.6,0.8,1.8,2.9,16.3,0.6,18.4,2.8,8.3,5.4,13.0,1.8,0.7,12.5,0.1,2.1,1991,8.0,0.7,1,2,0.0,,0,0,1.0
Gary Grant,25,LAC,31.0,3.1,8.6,1.5,0.2,8.7,8.6,0.5,0.6,0.2,0.5,0.7,3.1,2.8,12.1,0.5,16.0,-0.3,1.7,5.3,38.2,2.4,0.3,25.3,0.0,-2.6,1991,13.4,0.4,0,10,0.0,,0,0,0.8
Harvey Grant,25,WSB,36.9,7.2,2.6,1.2,0.8,18.2,15.9,0.5,0.2,0.1,0.5,0.7,1.6,3.0,16.5,0.5,21.4,2.2,6.7,10.7,11.2,1.6,1.3,8.6,0.1,1.1,1991,11.8,0.4,0,10,0.0,,0,0,0.9
Horace Grant,25,CHI,33.9,8.4,2.3,1.2,0.9,12.8,9.4,0.5,0.1,0.2,0.5,0.7,1.2,2.6,17.6,0.6,15.3,4.3,10.3,14.7,8.8,1.8,1.6,9.7,0.2,4.4,1991,12.8,0.7,1,1,0.0,,0,0,1.0
A.C. Green,27,LAL,26.4,6.3,0.9,0.7,0.3,9.1,6.6,0.5,0.7,0.2,0.5,0.7,1.2,1.4,13.8,0.6,15.6,1.4,6.1,13.8,4.5,1.4,0.6,12.8,0.1,0.5,1991,8.2,0.7,1,2,0.0,,0,0,1.0
Rickey Green,36,PHI,28.5,1.7,5.2,0.7,0.1,10.0,9.1,0.5,0.5,0.2,0.5,0.8,1.4,1.6,13.1,0.5,17.3,-0.7,3.3,3.4,27.4,1.3,0.2,12.1,0.1,-3.3,1991,7.7,0.5,1,5,0.0,,0,0,1.0
Derek Harper,29,DAL,37.4,3.0,7.1,1.9,0.2,19.7,15.9,0.5,3.2,0.4,0.5,0.7,2.3,2.9,19.4,0.5,24.2,3.5,7.6,4.6,30.7,2.6,0.3,11.2,0.1,2.8,1991,12.2,0.3,0,12,0.0,,0,0,0.9
Elden Campbell,28,LAL,32.7,8.0,1.6,0.6,1.5,14.9,12.2,0.5,0.1,0.2,0.5,0.7,1.7,3.6,16.8,0.5,22.0,1.3,7.0,14.0,8.6,1.0,3.5,10.5,0.1,0.0,1997,11.7,0.7,1,4,0.0,,0,0,0.9
Rex Chapman,29,PHO,28.2,2.8,2.8,0.8,0.1,13.8,11.5,0.4,4.8,0.3,0.5,0.8,1.5,1.7,15.2,0.6,22.4,0.8,3.3,5.8,16.3,1.5,0.3,10.5,0.1,-0.2,1997,6.5,0.5,1,7,0.0,,0,0,0.8
Calbert Cheaney,25,WSB,30.5,3.4,1.4,1.0,0.2,10.6,9.2,0.5,0.4,0.1,0.5,0.7,1.2,2.9,11.1,0.5,16.5,0.2,3.9,6.5,7.2,1.7,0.6,10.6,0.1,-1.7,1997,6.0,0.5,1,8,0.0,,0,0,1.0
Glenn Robinson,29,MIL,35.5,6.2,2.5,1.5,0.6,20.7,17.4,0.5,2.7,0.3,0.5,0.8,2.6,2.6,19.1,0.5,28.8,1.0,4.7,10.0,13.4,2.2,1.3,12.0,0.1,-0.4,2002,10.8,0.5,0,9,0.0,,0,0,0.8
John Stockton,39,UTA,31.3,3.2,8.2,1.9,0.3,13.4,9.5,0.5,1.0,0.3,0.5,0.9,2.5,2.5,21.9,0.6,19.8,3.4,10.7,6.2,46.3,3.2,0.7,18.5,0.2,3.3,2002,13.6,0.5,1,8,0.0,,0,0,1.0
Latrell Sprewell,31,NYK,41.1,3.7,3.9,1.2,0.2,19.4,17.5,0.4,5.0,0.4,0.5,0.8,2.8,2.0,13.7,0.5,25.1,1.3,2.8,5.2,17.5,1.5,0.3,12.4,0.0,-0.5,2002,9.0,0.4,0,13,0.0,,0,0,1.0
Eric Snow,28,PHI,36.5,3.5,6.6,1.6,0.1,12.1,10.2,0.4,0.4,0.1,0.4,0.8,2.3,2.7,14.7,0.5,17.7,1.2,5.5,5.5,30.6,2.3,0.3,16.0,0.1,0.1,2002,11.8,0.5,1,6,0.0,,0,0,0.7
Steve Smith,32,SAS,28.7,2.5,2.0,0.7,0.2,11.6,8.9,0.5,3.2,0.5,0.5,0.9,1.4,2.1,13.9,0.6,18.3,1.8,6.4,5.0,11.5,1.3,0.5,12.4,0.1,1.3,2002,5.4,0.7,1,2,0.0,,0,0,0.9
Joe Smith,26,MIN,26.7,6.3,1.1,0.5,0.8,10.7,8.1,0.5,0.0,0.7,0.5,0.8,1.2,3.5,16.0,0.6,17.8,1.3,6.1,13.6,6.6,1.1,2.3,11.4,0.2,0.7,2002,8.7,0.6,1,5,0.0,,0,0,0.9
Bryon Russell,31,UTA,30.3,4.5,2.1,1.0,0.3,9.6,8.8,0.4,3.4,0.3,0.4,0.8,1.7,3.1,9.8,0.5,17.1,0.5,2.3,8.9,11.1,1.7,0.8,14.6,0.1,-0.9,2002,7.9,0.5,1,8,0.0,,0,0,0.8
David Robinson,36,SAS,29.5,8.3,1.2,1.1,1.8,12.2,8.6,0.5,0.0,,0.5,0.7,1.3,2.5,20.3,0.6,19.2,3.4,10.1,16.2,7.0,2.0,4.3,10.9,0.2,3.9,2002,12.4,0.7,1,2,0.0,,0,0,1.0
Antawn Jamison,24,GSW,41.4,8.7,2.0,1.4,0.3,24.9,22.1,0.4,2.5,0.3,0.5,0.7,2.4,2.7,19.0,0.5,27.9,1.7,6.7,11.2,9.5,1.7,0.6,8.9,0.1,0.0,2001,12.4,0.2,0,14,0.0,,0,0,1.0
Clifford Robinson,35,DET,35.7,4.8,2.5,1.1,1.2,14.6,13.4,0.4,3.8,0.4,0.5,0.7,1.9,3.0,13.5,0.5,21.6,1.6,4.3,8.0,12.5,1.7,2.4,11.5,0.1,0.2,2002,9.6,0.6,1,2,0.0,,0,0,1.0
Quentin Richardson,21,LAC,26.6,4.1,1.6,1.0,0.3,13.3,11.4,0.4,4.3,0.4,0.5,0.8,1.3,1.8,17.4,0.5,23.3,1.8,5.6,8.8,10.5,1.9,0.7,9.2,0.1,1.4,2002,7.0,0.5,0,9,0.0,,0,0,1.0
Jason Richardson,21,GSW,32.9,4.3,3.0,1.3,0.4,14.4,13.6,0.4,3.1,0.3,0.5,0.7,2.0,2.4,13.8,0.5,21.5,1.0,2.9,6.9,15.4,2.0,0.8,11.9,0.1,-0.5,2002,9.0,0.3,0,14,0.0,,0,0,1.0
Glen Rice,34,HOU,30.3,2.4,1.6,0.6,0.2,8.6,8.4,0.4,3.2,0.3,0.4,0.8,1.2,1.7,8.0,0.5,15.6,-0.3,0.0,4.4,8.5,1.1,0.3,11.8,0.0,-4.2,2002,4.8,0.3,0,11,0.0,,0,0,0.2
Theo Ratliff,28,ATL,27.3,5.3,0.3,0.3,2.7,8.7,6.7,0.5,0.0,,0.5,0.5,2.3,2.7,11.1,0.5,17.6,-0.1,0.0,11.1,2.0,0.6,7.2,22.0,0.0,-5.2,2002,8.6,0.4,0,12,0.0,,0,0,0.0
James Posey,25,DEN,30.7,5.9,2.5,1.6,0.5,10.7,10.1,0.4,3.2,0.3,0.4,0.8,1.7,3.1,12.9,0.5,19.1,1.5,2.7,10.9,13.1,2.7,1.3,13.3,0.1,0.7,2002,10.5,0.3,0,12,0.0,,0,0,0.9
Damon Stoudamire,28,POR,37.3,3.9,6.5,0.9,0.1,13.5,12.2,0.4,3.9,0.4,0.5,0.9,2.0,2.0,14.7,0.5,18.8,1.8,6.6,6.1,28.0,1.3,0.2,12.9,0.1,0.6,2002,11.4,0.6,1,6,0.0,,0,0,0.9
Rod Strickland,35,MIA,30.2,3.1,6.1,1.1,0.1,10.4,9.4,0.4,0.3,0.3,0.4,0.8,2.1,1.5,15.6,0.5,20.0,0.9,4.9,5.9,35.7,2.0,0.4,16.5,0.1,-0.4,2002,10.4,0.4,0,11,0.0,,0,0,0.9
Stromile Swift,22,MEM,26.5,6.3,0.7,0.8,1.7,11.8,9.0,0.5,0.0,0.0,0.5,0.7,1.8,2.6,17.2,0.5,21.8,0.2,3.7,13.3,5.0,1.5,4.3,14.1,0.1,-1.5,2002,9.5,0.3,0,13,0.0,,0,0,0.8
Wally Szczerbiak,24,MIN,38.0,4.8,3.1,0.8,0.3,18.7,14.6,0.5,2.3,0.5,0.5,0.8,2.2,2.3,17.1,0.6,21.8,3.1,8.7,7.2,13.6,1.1,0.5,12.1,0.1,1.9,2002,9.0,0.6,1,5,0.0,,0,0,1.0
Jason Terry,24,ATL,38.0,3.5,5.7,1.8,0.2,19.3,15.6,0.4,5.7,0.4,0.5,0.8,2.3,2.0,19.2,0.5,23.6,3.9,8.6,5.2,26.9,2.5,0.3,11.7,0.1,3.2,2002,11.2,0.4,0,12,0.0,,0,0,1.0
Kenny Thomas,24,HOU,34.5,7.2,1.9,1.2,0.9,14.1,11.5,0.5,0.2,0.0,0.5,0.7,2.0,2.7,16.4,0.5,20.9,1.3,4.4,11.9,10.0,1.9,1.8,12.8,0.1,0.1,2002,11.2,0.3,0,11,0.0,,0,0,0.9
Kurt Thomas,29,NYK,33.8,9.1,1.1,0.9,1.0,13.9,11.4,0.5,0.1,0.2,0.5,0.8,1.9,4.2,15.8,0.5,20.3,1.2,6.5,15.6,5.8,1.4,2.1,12.7,0.1,-0.3,2002,12.1,0.4,0,13,0.0,,0,0,1.0
Tim Thomas,24,MIL,26.9,4.1,1.4,0.9,0.4,11.7,10.2,0.4,3.9,0.3,0.5,0.8,1.7,2.7,13.1,0.5,22.6,-0.2,2.2,8.7,8.7,1.7,1.2,13.2,0.1,-2.4,2002,6.8,0.5,0,9,0.0,,0,0,0.9
Jamaal Tinsley,23,IND,30.5,3.7,8.1,1.7,0.5,9.4,9.5,0.4,2.2,0.2,0.4,0.7,3.4,3.1,13.4,0.4,20.7,0.9,1.7,6.9,42.8,3.0,1.2,24.3,0.0,-0.5,2002,14.0,0.5,1,8,0.0,,0,0,1.0
Keith Van Horn,26,NJN,30.4,7.5,2.0,0.8,0.5,14.8,13.4,0.4,3.6,0.3,0.5,0.8,1.8,2.7,16.0,0.5,24.0,1.4,6.3,13.9,11.6,1.3,1.2,11.1,0.1,0.2,2002,10.8,0.6,1,1,0.0,,0,0,1.0
Antoine Walker,25,BOS,42.0,8.8,5.0,1.5,0.5,22.1,20.9,0.4,8.0,0.3,0.5,0.7,3.1,2.9,17.1,0.5,27.8,4.3,6.7,11.5,22.8,1.9,0.9,12.1,0.1,3.0,2002,15.8,0.6,1,3,0.0,,0,0,1.0
Rasheed Wallace,27,POR,37.5,8.2,1.9,1.3,1.3,19.3,16.3,0.5,4.0,0.4,0.5,0.7,1.7,2.7,19.3,0.5,23.7,3.4,9.7,12.8,9.3,1.8,2.6,8.5,0.2,2.6,2002,12.7,0.6,1,6,0.0,,0,0,1.0
